SpecCode	Loo	ClassNum	Marine	Brackish	Freshwater	LhMax	LhMin	LhMid	Eggdiammod	RepGuild1	Genus	Species species2 species3
001664	21	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	28.5	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001663	13.2	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001664	11.6	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	16.6	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	19.1	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	12.4	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	16.4	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	31	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
000006	194	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	122	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	151	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	121	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	126	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	138	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	194	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	156	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000006	98.6	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
001664	24.1	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001663	19.8	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	18.2	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	18.3	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	18.7	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	18.8	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	10	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	20.6	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	22.6	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	23.4	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	23.7	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	15	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	17.7	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	14	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001663	12.2	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001664	17.6	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	20.1	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001520	35.4	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001664	18.9	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	16.4	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	19	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	21.9	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001663	15.4	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001664	20.5	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001663	17.1	6	1	1	1	-1	-1	-1	-1	nonguarders	Engraulis	japonicus
001664	20	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	19.8	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	19.3	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	12.8	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	16.5	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	17.2	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001664	21.1	6	1	1	1	3	2.5	-1	-1	nonguarders	Engraulis	mordax
001477	25.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	28.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	41	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	38.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	33.8	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	31.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	22.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	16.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	21.9	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	25.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	17.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	28.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	26.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	25.7	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.9	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	24.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	24.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	23.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	23.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	23	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	17.1	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	17.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001520	32	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001477	29	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001455	26.8	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001381	73	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	68	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	48.3	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	53.5	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	75.8	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	73.8	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	72.9	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001381	58	6	1	1	1	4.99	3.08	-1	-1	nonguarders	Melanogrammus	aeglefinus
001382	37	6	1	1	1	5.5	3.5	4.5	-1	nonguarders	Microstomus	kitt
001450	74.8	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001450	123	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001450	85.1	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001450	57.3	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001477	41.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001455	26.2	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001477	27	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	17.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	16.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	16.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	23.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001450	32	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001455	26.2	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001450	65.1	6	0	1	1	-1	-1	5	-1	nonguarders	Cyprinus	carpio carpio
001455	21	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001455	21	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001455	23.1	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001455	23.1	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001455	26.8	6	1	1	1	5.7	3.8	-1	-1	nonguarders	Etrumeus	teres
001477	41.7	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	38.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001511	16.3	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001477	25.7	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	26	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	26.9	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	21.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001484	29.4	6	1	1	1	2.6	2.3	-1	-1	nonguarders	Opisthonema	libertate
001484	22	6	1	1	1	2.6	2.3	-1	-1	nonguarders	Opisthonema	libertate
001484	20.6	6	1	1	1	2.6	2.3	-1	-1	nonguarders	Opisthonema	libertate
001484	31.7	6	1	1	1	2.6	2.3	-1	-1	nonguarders	Opisthonema	libertate
001484	19.4	6	1	1	1	2.6	2.3	-1	-1	nonguarders	Opisthonema	libertate
001511	20.7	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	20.7	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001477	25.9	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001511	14.5	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001477	26.1	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001511	24.5	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	21	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	20.7	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	23.8	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	21	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	24	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	27	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001511	21	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001520	26.3	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001520	20.8	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001520	38.5	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001520	27	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001520	23	6	1	1	1	7.5	5.6	-1	-1	nonguarders	Clupea	pallasii
001511	19.2	6	1	1	1	-1	-1	-1	1.4	nonguarders	Sardinella	longiceps
001477	22.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	20.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.1	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	36	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	25.1	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	22.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	21.9	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	21.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
000006	195	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
001477	26.8	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	27.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30.2	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	31	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	25.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	22.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	22.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	30.4	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	20.5	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	29.3	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	26	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
001477	20.6	6	1	1	1	3.8	3.5	-1	-1	nonguarders	Sardinops	sagax
000024	29.2	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
003516	110	6	0	1	1	8.6	6	-1	-1	nonguarders	Sander	vitreus
003516	54.4	6	0	1	1	8.6	6	-1	-1	nonguarders	Sander	vitreus
004730	26.3	6	0	1	1	-1	-1	5	-1	nonguarders	Alburnus	alburnus
004730	21.1	6	0	1	1	-1	-1	5	-1	nonguarders	Alburnus	alburnus
005116	8	6	1	0	0	-1	-1	-1	-1	nonguarders	Cyclothone	acclinidens
005155	26	6	1	0	0	3	2	-1	-1	nonguarders	Stomias	atriventer
000253	31.8	6	1	1	1	6	5	-1	-1	nonguarders	Osmerus	mordax mordax
000024	29.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	37	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	36	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	24.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31.2	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
004661	9.1	6	0	1	1	-1	-1	6	-1	nonguarders	Phoxinus	phoxinus
000024	34.8	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	35.2	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	36.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.5	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	33.5	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	21.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	21	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	21.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	23.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	25.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000006	153	6	1	0	0	-1	-1	3.95	-1	nonguarders	Coryphaena	hippurus
000024	28.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
004474	18.1	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004461	102	6	1	1	1	-1	-1	2.25	0.75	nonguarders	Epinephelus	tauvina
004461	92	6	1	1	1	-1	-1	2.25	0.75	nonguarders	Epinephelus	tauvina
004471	23.4	6	0	1	1	-1	-1	4.5	2	nonguarders	Blicca	bjoerkna
004471	35.9	6	0	1	1	-1	-1	4.5	2	nonguarders	Blicca	bjoerkna
004472	53.7	6	0	1	1	-1	-1	8	-1	nonguarders	Barbus	barbus
004472	71.4	6	0	1	1	-1	-1	8	-1	nonguarders	Barbus	barbus
004472	90	6	0	1	1	-1	-1	8	-1	nonguarders	Barbus	barbus
004472	88	6	0	1	1	-1	-1	8	-1	nonguarders	Barbus	barbus
004474	23.3	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	24.5	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	15	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	21.2	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	20.6	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
003516	137	6	0	1	1	8.6	6	-1	-1	nonguarders	Sander	vitreus
004474	14.4	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
000024	27.9	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
004482	31.8	6	0	1	1	-1	-1	6.5	-1	nonguarders	Leuciscus	cephalus
004482	57	6	0	1	1	-1	-1	6.5	-1	nonguarders	Leuciscus	cephalus
004478	17.7	6	0	1	1	-1	-1	5	-1	nonguarders	Gobio	gobio
004478	17.7	6	0	1	1	-1	-1	5	-1	nonguarders	Gobio	gobio
004474	35.3	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	15.7	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	26.1	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	30.5	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	13.6	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	16.1	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	15.6	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004474	13.7	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
004662	30.5	6	0	1	1	-1	-1	8	-1	nonguarders	Leuciscus	leuciscus
004474	14.5	6	0	1	1	4.8	3.6	-1	-1	nonguarders	Gymnocephalus	cernuus
006426	72	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
000024	30	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	26	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	28.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	21	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	34	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	35.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31.5	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	34	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	27.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
006426	58.8	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
000024	33.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
006426	107.9	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
006426	96.8	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
006426	66.7	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
006426	40.1	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
006426	69.6	6	1	1	1	3.1	1.9	-1	-1	nonguarders	Pagrus	auratus
006465	93	6	1	1	1	-1	-1	-1	-1	nonguarders	Epinephelus	coioides
009121	15	6	1	0	0	-1	-1	-1	-1	nonguarders	Dolichopteryx	longipes
010311	120	6	0	1	1	6.9	6.8	-1	-1	nonguarders	Maccullochella	peelii peelii
010311	120	6	0	1	1	8	5	-1	-1	nonguarders	Maccullochella	peelii peelii
010311	69.5	6	0	1	1	6.9	6.8	-1	-1	nonguarders	Maccullochella	peelii peelii
010311	69.5	6	0	1	1	8	5	-1	-1	nonguarders	Maccullochella	peelii peelii
010312	50.7	6	0	1	1	4	2.5	-1	4	nonguarders	Macquaria	ambigua
012112	23	6	1	1	1	-1	-1	3.5	-1	nonguarders	Oxyporhamphus	micropterus micropterus
006377	22.1	6	0	0	1	-1	-1	3.5	-1	nonguarders	Barbatula	barbatula
000024	28.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.8	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	23.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	30.2	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	19.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.5	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	31.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	23.9	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	17	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
004461	150	6	1	1	1	-1	-1	2.25	0.75	nonguarders	Epinephelus	tauvina
000024	32.9	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	32.9	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	32.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	32.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	29.9	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	24.7	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	28.4	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	21	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	22.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	23.6	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	25.3	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	28.2	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	32.1	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
000024	24.5	6	1	1	1	7.3	5.5	5.5	-1	nonguarders	Clupea	harengus
001934	338	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001846	86	6	1	1	0	-1	-1	-1	-1	nonguarders	Lethrinus	nebulosus
001846	48	6	1	1	0	-1	-1	-1	-1	nonguarders	Lethrinus	nebulosus
001846	55.8	6	1	1	0	-1	-1	-1	-1	nonguarders	Lethrinus	nebulosus
001846	87	6	1	1	0	-1	-1	-1	-1	nonguarders	Lethrinus	nebulosus
001874	31	6	1	1	1	2.4	1.6	-1	-1	nonguarders	Enchelyopus	cimbrius
001874	36	6	1	1	1	2.4	1.6	-1	-1	nonguarders	Enchelyopus	cimbrius
001874	43	6	1	1	1	2.4	1.6	-1	-1	nonguarders	Enchelyopus	cimbrius
001934	67.5	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001934	115	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001934	139	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001934	90	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001934	123	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
004461	102	6	1	1	1	-1	-1	2.25	0.75	nonguarders	Epinephelus	tauvina
001934	128	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
001846	55.5	6	1	1	0	-1	-1	-1	-1	nonguarders	Lethrinus	nebulosus
001934	151	6	0	0	1	4.8	4.4	4.6	1.5	nonguarders	Clarias	gariepinus
